datetime,aqi,pm25,pm10,co,no2,o3,so2,temp,humidity,pressure,wind
2025-01-01 00:00,185,121.64,170.55,1321.79,24.33,73.67,19.31,,,,
2025-01-01 01:00,184,120.37,166.26,1295.09,25.02,75.82,19.79,,,,
2025-01-01 02:00,189,128.43,174.78,1482.01,33.59,72.96,22.65,,,,
2025-01-01 03:00,209,158.69,214.13,2189.64,61.69,54.36,29.09,,,,
2025-01-01 04:00,229,178.27,247.68,2777.1,82.25,43.27,34.33,,,,
2025-01-01 05:00,233,183.25,262.43,2937.32,80.2,52.93,37.67,,,,
2025-01-01 06:00,234,184.2,267.1,2696.99,70.6,78.68,42.44,,,,
2025-01-01 07:00,214,163.51,242.92,2056.12,53.47,115.87,47.21,,,,
2025-01-01 08:00,199,149.43,226.28,1708.98,45.24,138.76,57.22,,,,
2025-01-01 09:00,193,135.98,213.3,1455.31,41.13,150.2,68.66,,,,
2025-01-01 10:00,185,121.73,197.42,1295.09,40.44,150.2,73.43,,,,
2025-01-01 11:00,185,120.54,196.7,1455.31,51.41,140.19,80.11,,,,
2025-01-01 12:00,185,120.93,198.26,1682.28,65.8,120.16,85.83,,,,
2025-01-01 13:00,191,133.4,215.62,2243.04,94.59,82.25,87.74,,,,
2025-01-01 14:00,212,161.8,254.03,3097.53,127.49,43.27,79.15,,,,
2025-01-01 15:00,245,195.22,298.16,3738.4,142.57,21.28,65.8,,,,
2025-01-01 16:00,269,219.42,331.2,3845.21,127.49,17.34,53.41,,,,
2025-01-01 17:00,267,216.98,331.08,3364.56,97.33,28.97,42.92,,,,
2025-01-01 18:00,254,203.57,312.09,2830.51,72.66,42.92,36.24,,,,
2025-01-01 19:00,233,182.52,278.93,2323.15,56.21,53.64,30.52,,,,
2025-01-01 20:00,210,159.49,240.54,1842.5,44.55,64.37,25.03,,,,
2025-01-01 21:00,197,145.42,213.2,1468.66,32.9,75.1,21.22,,,,
2025-01-01 22:00,198,146.7,207.26,1335.14,26.39,80.82,20.27,,,,
2025-01-01 23:00,204,154.01,211.54,1348.5,24.68,81.54,20.03,,,,
2025-01-02 00:00,209,158.2,214.34,1388.55,24.68,79.39,20.27,,,,
2025-01-02 00:00,209,158.2,214.34,1388.55,24.68,79.39,20.27,,,,
2025-01-02 01:00,211,160.47,215.91,1455.31,27.42,75.82,20.5,,,,
2025-01-02 02:00,222,171.36,228.2,1762.39,39.76,65.8,22.89,,,,
2025-01-02 03:00,268,218.3,284.69,2883.91,81.57,34.33,29.8,,,,
2025-01-02 04:00,313,263.07,343.19,4165.65,113.79,12.7,36.72,,,,
2025-01-02 05:00,325,274.52,364.42,4592.9,113.79,19.49,42.44,,,,
2025-01-02 06:00,326,275.44,369.52,4219.06,108.3,42.56,49.11,,,,
2025-01-02 07:00,284,233.85,322.35,2990.72,84.31,90.12,55.31,,,,
2025-01-02 08:00,265,215.35,301.52,2456.67,69.92,121.59,61.99,,,,
2025-01-02 09:00,263,212.91,299.07,2269.74,67.86,138.76,73.43,,,,
2025-01-02 10:00,304,253.92,348.93,3150.94,109.67,115.87,83.92,,,,
2025-01-02 11:00,380,330.27,442.06,4646.3,178.22,70.1,85.83,,,,
2025-01-02 12:00,417,375.07,497.6,5393.98,227.57,30.76,82.97,,,,
2025-01-02 13:00,446,418.72,544.56,6301.88,260.47,2.7,79.15,,,,
2025-01-02 14:00,485,477.05,599.69,7476.81,268.7,0.0,70.57,,,,
2025-01-02 15:00,500,520.49,633.88,7690.43,268.7,0.02,61.99,,,,
2025-01-02 16:00,500,578.6,687.81,8651.73,276.92,0.03,61.99,,,,
2025-01-02 17:00,500,707.94,829.21,11001.59,290.63,0.0,64.85,,,,
2025-01-02 18:00,500,798.38,930.29,12390.14,274.18,0.0,63.9,,,,
2025-01-02 19:00,500,724.47,857.26,11428.83,230.31,0.0,55.31,,,,
2025-01-02 20:00,500,518.26,640.77,8224.49,175.48,0.0,41.96,,,,
2025-01-02 21:00,382,332.48,445.66,4859.92,122.01,0.03,30.99,,,,
2025-01-02 22:00,292,242.77,348.49,2990.72,84.31,7.33,25.27,,,,
2025-01-02 23:00,270,219.75,318.95,2323.15,54.15,32.54,23.37,,,,
2025-01-03 00:00,269,219.11,313.66,2109.53,42.16,49.35,22.89,,,,
2025-01-03 00:00,269,219.11,313.66,2109.53,42.16,49.35,22.89,,,,
2025-01-03 01:00,277,227.36,317.72,2162.93,42.16,54.36,23.37,,,,
2025-01-03 02:00,299,249.46,338.89,2563.48,57.58,48.64,26.46,,,,
2025-01-03 03:00,367,317.14,414.02,3952.03,108.3,16.09,34.81,,,,
2025-01-03 04:00,432,397.58,510.29,5928.04,138.46,6.71,44.82,,,,
2025-01-03 05:00,468,452.7,581.24,7370.0,153.54,15.56,52.45,,,,
2025-01-03 06:00,500,505.13,646.24,8010.86,189.19,32.9,59.6,,,,
2025-01-03 07:00,266,215.92,287.33,2643.59,78.14,124.45,51.02,,,,
2025-01-03 08:00,244,194.21,253.39,2002.72,55.52,163.08,46.25,,,,
2025-01-03 09:00,262,212.01,272.16,2029.42,54.15,191.69,48.64,,,,
2025-01-03 10:00,271,221.1,278.78,1922.61,50.72,214.58,45.78,,,,
2025-01-03 11:00,251,200.48,250.38,1588.82,40.44,214.58,35.29,,,,
2025-01-03 12:00,215,164.31,206.44,1241.68,29.82,197.41,23.84,,,,
2025-01-03 13:00,192,133.97,169.36,1054.76,26.39,171.66,16.69,,,,
2025-01-03 14:00,184,119.7,152.15,961.3,23.65,155.93,13.59,,,,
2025-01-03 15:00,183,117.6,149.55,894.55,18.16,154.5,12.4,,,,
2025-01-03 16:00,194,139.41,176.87,1174.93,28.1,140.19,14.9,,,,
2025-01-03 17:00,215,164.64,208.87,1508.71,39.41,120.16,16.93,,,,
2025-01-03 18:00,227,176.99,223.61,1682.28,43.87,107.29,16.93,,,,
2025-01-03 19:00,219,168.41,212.82,1642.23,44.55,98.71,15.14,,,,
2025-01-03 20:00,199,147.55,185.93,1482.01,40.1,97.27,12.28,,,,
2025-01-03 21:00,187,125.0,156.83,1308.44,31.87,97.27,9.66,,,,
2025-01-03 22:00,169,90.39,113.14,1094.82,23.31,95.84,7.21,,,,
2025-01-03 23:00,151,56.39,73.1,821.11,16.28,97.27,5.9,,,,
2025-01-04 00:00,107,37.82,53.38,620.84,11.82,95.84,5.54,,,,
2025-01-04 00:00,107,37.82,53.38,620.84,11.82,95.84,5.54,,,,
2025-01-04 01:00,90,30.48,47.55,547.41,10.97,92.98,6.5,,,,
2025-01-04 02:00,104,36.54,56.86,714.3,17.48,82.97,8.82,,,,
2025-01-04 03:00,156,64.41,91.49,1214.98,36.67,62.94,12.87,,,,
2025-01-04 04:00,175,101.25,137.14,1815.8,56.21,44.7,18.36,,,,
2025-01-04 05:00,179,109.24,151.08,1922.61,51.41,46.49,22.89,,,,
2025-01-04 06:00,172,95.6,138.29,1655.58,41.13,59.37,26.7,,,,
2025-01-04 07:00,106,37.51,66.66,694.27,15.42,91.55,20.74,,,,
2025-01-04 08:00,81,26.39,48.78,520.71,9.77,110.15,15.5,,,,
2025-01-04 09:00,74,22.89,41.9,473.98,8.48,120.16,12.64,,,,
2025-01-04 10:00,62,17.22,32.04,423.91,7.54,123.02,10.49,,,,
2025-01-04 11:00,52,12.38,23.24,397.21,7.63,124.45,10.73,,,,
2025-01-04 12:00,40,9.57,18.22,390.53,8.48,120.16,10.61,,,,
2025-01-04 13:00,49,11.74,21.61,560.76,18.34,101.57,10.49,,,,
2025-01-04 14:00,59,15.7,28.35,700.95,26.05,82.97,8.94,,,,
2025-01-04 15:00,65,18.54,33.28,707.63,24.33,78.68,7.75,,,,
2025-01-04 16:00,84,27.8,45.4,881.2,29.13,72.24,8.58,,,,
2025-01-04 17:00,110,39.21,59.26,1081.47,34.62,65.8,9.78,,,,
2025-01-04 18:00,130,47.45,69.34,1214.98,37.01,64.37,10.49,,,,
2025-01-04 19:00,145,53.56,77.19,1361.85,43.18,58.65,10.85,,,,
2025-01-04 20:00,153,58.84,82.34,1535.42,51.41,48.64,11.32,,,,
2025-01-04 21:00,161,75.49,100.48,1869.2,58.95,38.98,13.35,,,,
2025-01-04 22:00,171,95.06,122.45,2109.53,61.01,31.11,14.9,,,,
2025-01-04 23:00,176,103.99,133.09,2136.23,57.58,25.39,15.5,,,,
2025-01-05 00:00,179,109.39,141.13,2136.23,55.52,20.03,16.45,,,,
2025-01-05 00:00,179,109.39,141.13,2136.23,55.52,20.03,16.45,,,,
2025-01-05 01:00,178,108.24,143.22,2082.82,53.47,17.88,17.88,,,,
2025-01-05 02:00,180,112.18,150.63,2189.64,59.63,14.66,19.79,,,,
2025-01-05 03:00,204,153.99,200.82,3097.53,85.68,3.13,25.27,,,,
2025-01-05 04:00,257,206.97,269.18,4379.27,100.08,10.46,31.47,,,,
2025-01-05 05:00,316,265.52,344.98,5607.6,115.16,19.67,37.67,,,,
2025-01-05 06:00,369,318.89,408.61,6141.66,145.32,39.7,44.82,,,,
2025-01-05 07:00,182,115.87,161.57,1842.5,55.52,107.29,61.99,,,,
2025-01-05 08:00,167,86.56,122.0,1241.68,37.01,131.61,54.36,,,,
2025-01-05 09:00,171,94.08,127.67,1148.22,32.9,153.06,47.68,,,,
2025-01-05 10:00,168,88.5,117.78,974.66,25.7,168.8,38.62,,,,
2025-01-05 11:00,158,68.52,92.97,767.71,17.99,173.09,28.13,,,,
2025-01-05 12:00,123,44.45,66.53,600.81,14.22,158.79,19.79,,,,
2025-01-05 13:00,105,37.11,59.8,834.47,32.56,114.44,16.45,,,,
2025-01-05 14:00,125,45.06,70.71,1295.09,58.95,66.52,19.07,,,,
2025-01-05 15:00,153,59.73,87.25,1655.58,71.29,43.99,22.65,,,,
2025-01-05 16:00,168,88.67,118.6,2136.23,83.63,27.18,27.42,,,,
2025-01-05 17:00,197,144.03,178.93,3044.13,104.19,7.06,34.81,,,,
2025-01-05 18:00,281,231.25,275.33,4379.27,124.75,0.19,43.87,,,,
2025-01-05 19:00,331,281.24,336.72,5180.36,138.46,0.01,45.3,,,,
2025-01-05 20:00,276,225.82,285.26,4325.87,119.27,0.08,34.33,,,,
2025-01-05 21:00,196,143.4,196.31,2777.1,80.88,4.2,24.32,,,,
2025-01-05 22:00,173,98.64,141.3,1789.09,45.93,31.47,20.5,,,,
2025-01-05 23:00,169,90.88,128.42,1508.71,32.56,47.21,19.79,,,,
2025-01-06 00:00,171,94.4,131.23,1468.66,30.16,53.64,20.5,,,,
2025-01-06 00:00,171,94.4,131.23,1468.66,30.16,53.64,20.5,,,,
2025-01-06 01:00,175,101.69,139.69,1575.47,33.59,52.93,21.93,,,,
2025-01-06 02:00,188,126.22,168.18,2029.42,50.04,41.84,24.8,,,,
2025-01-06 03:00,252,202.21,255.81,3524.78,98.71,9.21,32.42,,,,
2025-01-06 04:00,343,292.66,362.55,5607.6,117.9,7.96,41.96,,,,
2025-01-06 05:00,401,351.06,433.76,6942.75,132.98,16.99,50.07,,,,
2025-01-06 06:00,431,396.45,487.29,7370.0,165.88,37.91,57.7,,,,
2025-01-06 07:00,182,116.16,162.06,2162.93,60.32,107.29,41.96,,,,
2025-01-06 08:00,163,77.79,114.02,1388.55,36.67,130.18,34.81,,,,
2025-01-06 09:00,160,72.76,105.38,1268.39,33.59,141.62,35.76,,,,
2025-01-06 10:00,160,72.15,101.27,1201.63,32.56,151.63,35.29,,,,
2025-01-06 11:00,159,71.23,98.03,1148.22,31.87,155.93,31.47,,,,
2025-01-06 12:00,153,60.33,87.05,1014.71,31.53,145.91,26.46,,,,
2025-01-06 13:00,139,51.09,79.01,1028.06,37.7,118.73,25.27,,,,
2025-01-06 14:00,148,54.62,84.53,1321.79,52.78,89.41,31.47,,,,
2025-01-06 15:00,157,67.37,101.67,1708.98,67.17,67.23,40.05,,,,
2025-01-06 16:00,172,95.67,140.87,2349.85,85.0,45.42,47.68,,,,
2025-01-06 17:00,186,124.09,179.87,2803.8,89.11,34.33,46.73,,,,
2025-01-06 18:00,186,122.36,177.33,2563.48,70.6,42.56,38.15,,,,
2025-01-06 19:00,174,99.13,145.49,2082.82,52.78,55.79,29.56,,,,
2025-01-06 20:00,159,70.16,105.81,1535.42,38.39,69.38,22.89,,,,
2025-01-06 21:00,143,52.63,80.24,1121.52,26.39,80.11,19.07,,,,
2025-01-06 22:00,127,45.94,70.3,947.95,20.05,84.4,17.88,,,,
2025-01-06 23:00,118,42.45,66.23,867.84,17.82,83.68,17.88,,,,
2025-01-07 00:00,113,40.45,64.69,841.14,17.48,82.97,18.12,,,,
2025-01-07 00:00,113,40.45,64.69,841.14,17.48,82.97,18.12,,,,
2025-01-07 01:00,121,43.46,68.75,921.25,20.39,78.68,19.07,,,,
2025-01-07 02:00,157,66.32,95.68,1401.9,35.3,65.09,22.65,,,,
2025-01-07 03:00,186,124.1,164.18,2643.59,78.83,30.4,30.52,,,,
2025-01-07 04:00,219,168.2,220.38,3845.21,100.08,18.24,37.67,,,,
2025-01-07 05:00,221,170.36,230.22,3952.03,94.59,29.68,42.44,,,,
2025-01-07 06:00,206,155.29,216.54,3311.16,85.0,57.22,46.25,,,,
2025-01-07 07:00,160,72.47,112.3,1482.01,39.76,111.58,37.67,,,,
2025-01-07 08:00,143,52.71,83.8,1054.76,27.42,131.61,35.29,,,,
2025-01-07 09:00,133,48.46,77.57,961.3,25.02,140.19,36.72,,,,
2025-01-07 10:00,133,48.46,77.22,961.3,25.7,144.48,35.29,,,,
2025-01-07 11:00,136,49.79,78.31,1014.71,28.79,141.62,33.38,,,,
2025-01-07 12:00,136,49.67,79.12,1068.12,34.27,130.18,32.9,,,,
2025-01-07 13:00,161,74.64,111.43,1949.31,80.88,79.39,40.05,,,,
2025-01-07 14:00,195,141.24,193.63,3845.21,160.4,11.27,52.93,,,,
2025-01-07 15:00,284,234.17,304.96,5661.01,180.96,0.0,63.9,,,,
2025-01-07 16:00,356,306.27,398.72,6515.5,165.88,0.0,66.76,,,,
2025-01-07 17:00,361,310.83,415.15,5928.04,139.83,0.0,61.04,,,,
2025-01-07 18:00,328,277.96,380.42,4913.33,119.27,0.02,51.98,,,,
2025-01-07 19:00,284,234.08,328.16,4112.24,105.56,0.2,42.92,,,,
2025-01-07 20:00,242,191.44,273.42,3364.56,94.59,1.68,34.81,,,,
2025-01-07 21:00,207,156.86,226.27,2670.29,74.71,15.56,28.85,,,,
2025-01-07 22:00,196,142.81,202.2,2243.04,55.52,35.76,26.46,,,,
2025-01-07 23:00,194,138.32,191.42,2029.42,45.24,48.64,26.46,,,,
2025-01-08 00:00,194,139.06,188.9,1976.01,41.81,54.36,27.42,,,,
2025-01-08 00:00,194,139.06,188.9,1976.01,41.81,54.36,27.42,,,,
2025-01-08 01:00,199,148.29,196.96,2109.53,46.61,50.07,29.09,,,,
2025-01-08 02:00,232,182.11,234.05,2750.4,68.55,32.19,32.42,,,,
2025-01-08 03:00,334,283.99,350.37,4646.3,112.41,2.59,41.96,,,,
2025-01-08 04:00,438,406.82,497.17,7476.81,132.98,5.41,54.84,,,,
2025-01-08 05:00,479,468.73,576.31,8972.17,164.51,15.2,66.76,,,,
2025-01-08 06:00,496,494.57,607.51,9078.98,211.12,39.7,77.25,,,,
2025-01-08 07:00,458,436.65,533.05,7370.0,213.86,92.98,110.63,,,,
2025-01-08 08:00,500,509.48,614.27,7583.62,235.8,141.62,127.79,,,,
2025-01-08 09:00,500,550.34,670.28,7583.62,241.28,180.24,122.07,,,,
2025-01-08 10:00,492,487.92,608.7,6301.88,213.86,191.69,100.14,,,,
2025-01-08 11:00,376,326.03,419.95,4219.06,157.65,165.94,70.57,,,,
2025-01-08 12:00,213,162.19,220.05,2323.15,97.33,128.75,47.68,,,,
2025-01-08 13:00,162,77.52,111.42,1295.09,61.69,105.86,38.15,,,,
2025-01-08 14:00,156,65.11,95.45,1255.04,61.69,85.12,32.9,,,,
2025-01-08 15:00,159,71.2,103.14,1321.79,58.26,82.97,29.33,,,,
2025-01-08 16:00,178,108.64,148.16,1949.31,73.34,67.95,29.8,,,,
2025-01-08 17:00,227,176.72,225.81,3017.43,102.82,42.56,32.42,,,,
2025-01-08 18:00,299,249.54,304.34,3898.62,124.75,26.11,33.86,,,,
2025-01-08 19:00,326,275.79,329.18,4112.24,126.12,20.03,30.52,,,,
2025-01-08 20:00,305,254.6,300.09,3685.0,109.67,26.82,25.75,,,,
2025-01-08 21:00,288,238.68,279.93,3204.35,87.74,45.06,23.84,,,,
2025-01-08 22:00,274,223.67,263.67,2750.4,64.43,66.52,22.89,,,,
2025-01-08 23:00,260,209.99,251.28,2429.96,51.41,78.68,22.89,,,,
2025-01-09 00:00,252,201.78,246.47,2323.15,46.61,79.39,23.6,,,,
2025-01-09 00:00,252,201.78,246.47,2323.15,46.61,79.39,23.6,,,,
2025-01-09 01:00,245,194.5,244.21,2323.15,48.67,71.53,24.8,,,,
2025-01-09 02:00,253,202.58,260.8,2670.29,65.12,51.5,27.89,,,,
2025-01-09 03:00,311,260.65,337.18,3952.03,113.79,11.44,35.76,,,,
2025-01-09 04:00,370,319.78,424.65,5607.6,127.49,7.69,43.39,,,,
2025-01-09 05:00,406,357.82,488.28,6675.72,138.46,17.34,49.59,,,,
2025-01-09 06:00,430,394.93,537.95,6835.94,168.62,40.77,61.99,,,,
2025-01-09 07:00,384,333.76,444.63,4646.3,143.95,110.15,110.63,,,,
2025-01-09 08:00,377,327.58,430.53,3738.4,116.53,168.8,118.26,,,,
2025-01-09 09:00,335,284.9,382.72,2830.51,85.68,203.13,100.14,,,,
2025-01-09 10:00,273,223.48,311.51,2216.34,67.86,191.69,75.34,,,,
2025-01-09 11:00,269,219.15,312.31,2483.37,85.0,158.79,61.04,,,,
2025-01-09 12:00,263,212.87,313.49,2750.4,108.3,114.44,51.02,,,,
2025-01-09 13:00,261,211.41,313.9,3311.16,150.8,48.64,47.21,,,,
2025-01-09 14:00,274,223.86,327.29,3952.03,180.96,5.9,48.64,,,,
2025-01-09 15:00,308,257.86,363.63,4753.11,186.44,0.07,53.41,,,,
2025-01-09 16:00,421,380.53,505.39,7049.56,211.12,0.0,65.8,,,,
2025-01-09 17:00,500,595.74,749.22,10681.15,252.25,0.0,79.15,,,,
2025-01-09 18:00,500,739.2,902.91,12710.57,268.7,0.0,80.11,,,,
2025-01-09 19:00,500,694.23,840.25,11535.64,233.05,0.0,68.66,,,,
2025-01-09 20:00,500,538.57,657.57,8865.36,189.19,0.0,56.27,,,,
2025-01-09 21:00,426,388.58,482.66,6195.07,145.32,0.45,46.25,,,,
2025-01-09 22:00,338,287.85,362.38,4272.46,100.08,13.77,39.1,,,,
2025-01-09 23:00,303,252.38,315.96,3524.78,68.55,28.61,33.86,,,,
2025-01-10 00:00,288,238.4,296.16,3231.05,55.52,37.91,30.52,,,,
2025-01-11 00:00,239,189.09,274.1,1976.01,37.01,64.37,24.08,,,,
2025-01-11 01:00,240,190.31,272.29,1949.31,35.99,71.53,25.03,,,,
2025-01-11 02:00,260,210.42,289.6,2349.85,50.72,65.8,27.18,,,,
2025-01-11 03:00,326,276.05,359.19,3631.59,105.56,28.97,32.9,,,,
2025-01-11 04:00,401,351.23,442.05,5447.39,143.95,9.21,39.58,,,,
2025-01-11 05:00,434,400.2,497.07,6729.13,153.54,20.03,47.21,,,,
2025-01-11 06:00,445,417.2,514.53,6675.72,167.25,46.49,51.98,,,,
2025-01-11 07:00,277,226.72,304.05,3017.43,89.11,121.59,51.02,,,,
2025-01-11 08:00,214,163.48,224.77,1895.9,55.52,155.93,47.68,,,,
2025-01-11 09:00,191,132.92,182.7,1455.31,42.5,170.23,40.05,,,,
2025-01-11 10:00,167,87.06,125.22,1001.36,28.79,163.08,25.99,,,,
2025-01-11 11:00,154,61.6,106.2,801.09,25.7,135.9,22.65,,,,
2025-01-11 12:00,154,60.75,130.98,801.09,29.82,103.0,29.56,,,,
2025-01-11 13:00,157,67.54,150.77,1014.71,42.5,79.39,32.42,,,,
2025-01-11 14:00,163,79.49,158.41,1335.14,56.89,65.09,29.8,,,,
2025-01-11 15:00,171,93.55,159.15,1588.82,61.69,63.66,25.51,,,,
2025-01-11 16:00,191,133.05,192.82,2349.85,85.68,44.35,25.03,,,,
2025-01-11 17:00,268,218.61,284.82,3898.62,128.87,8.85,30.52,,,,
2025-01-11 18:00,386,336.51,416.96,5821.23,150.8,0.01,40.53,,,,
2025-01-11 19:00,436,403.9,494.19,7049.56,165.88,0.0,46.25,,,,
2025-01-11 20:00,395,345.33,429.7,6355.29,154.91,0.0,41.96,,,,
2025-01-11 21:00,285,235.51,306.33,4539.49,120.64,0.02,32.42,,,,
2025-01-11 22:00,205,154.4,210.07,2937.32,85.68,3.13,25.51,,,,
2025-01-11 23:00,184,119.51,166.56,2082.82,53.47,24.32,21.7,,,,
2025-01-12 00:00,180,110.76,155.49,1708.98,36.67,47.21,20.27,,,,
2025-01-12 00:00,180,110.76,155.49,1708.98,36.67,47.21,20.27,,,,
2025-01-12 01:00,181,114.3,159.03,1668.93,33.93,60.8,20.03,,,,
2025-01-12 02:00,193,136.02,183.31,2056.12,47.3,57.94,22.41,,,,
2025-01-12 03:00,256,206.44,263.28,3391.27,98.71,25.03,29.56,,,,
2025-01-12 04:00,335,284.6,358.67,5233.76,130.24,12.7,38.62,,,,
2025-01-12 05:00,362,311.7,402.29,6034.85,137.09,24.32,43.39,,,,
2025-01-12 06:00,350,299.49,401.03,5500.79,137.09,49.35,43.39,,,,
2025-01-12 07:00,171,93.85,142.76,1335.14,39.76,127.32,64.85,,,,
2025-01-12 08:00,163,78.78,121.75,907.9,27.08,147.34,68.66,,,,
2025-01-12 09:00,164,80.29,120.59,854.49,25.36,158.79,67.71,,,,
2025-01-12 10:00,166,83.81,122.59,867.84,25.02,165.94,61.04,,,,
2025-01-12 11:00,166,84.65,122.5,881.2,24.33,163.08,51.5,,,,
2025-01-12 12:00,165,83.46,122.36,894.55,25.36,153.06,44.35,,,,
2025-01-12 13:00,166,84.66,124.96,1054.76,33.24,133.04,41.48,,,,
2025-01-12 14:00,166,84.16,125.27,1188.28,37.01,114.44,36.24,,,,
2025-01-12 15:00,169,89.77,132.63,1201.63,32.9,110.15,28.85,,,,
2025-01-12 16:00,176,103.46,148.06,1161.58,27.08,110.15,24.08,,,,
2025-01-12 17:00,182,115.57,159.36,1134.87,22.62,111.58,21.22,,,,
2025-01-12 18:00,186,123.65,165.93,1121.52,20.39,113.01,19.07,,,,
2025-01-12 19:00,187,124.99,165.41,1041.41,18.16,113.01,17.17,,,,
2025-01-12 20:00,186,122.88,161.55,907.9,14.39,115.87,15.5,,,,
2025-01-12 21:00,187,124.26,162.69,867.84,12.85,115.87,16.21,,,,
2025-01-12 22:00,186,122.48,160.27,847.82,11.31,117.3,16.69,,,,
2025-01-12 23:00,186,123.67,162.23,834.47,10.62,118.73,17.4,,,,
2025-01-13 00:00,191,132.22,173.28,847.82,10.62,120.16,19.31,,,,
2025-01-14 00:00,169,89.58,121.96,1041.41,18.68,90.84,19.31,,,,
2025-01-14 01:00,169,90.95,124.84,1094.82,21.25,88.69,20.27,,,,
2025-01-14 02:00,174,100.19,137.46,1308.44,29.47,81.54,22.89,,,,
2025-01-14 03:00,191,132.21,179.02,1976.01,55.52,60.8,28.61,,,,
2025-01-14 04:00,206,155.56,217.04,2590.18,80.2,45.06,34.33,,,,
2025-01-14 05:00,212,161.53,236.52,2750.4,80.2,52.21,41.48,,,,
2025-01-14 06:00,212,161.12,244.02,2536.77,71.29,73.67,51.98,,,,
2025-01-14 07:00,190,131.26,200.65,1789.09,49.35,107.29,60.08,,,,
2025-01-14 08:00,183,117.77,174.13,1508.71,40.44,130.18,57.7,,,,
2025-01-14 09:00,181,114.19,164.03,1401.9,35.99,148.77,49.11,,,,
2025-01-14 10:00,176,104.81,146.4,1201.63,28.79,161.65,33.38,,,,
2025-01-14 11:00,169,90.88,125.93,988.01,23.65,154.5,23.13,,,,
2025-01-14 12:00,161,75.28,106.43,827.79,21.08,135.9,16.93,,,,
2025-01-14 13:00,162,76.55,106.36,1081.47,38.39,100.14,15.97,,,,
2025-01-14 14:00,171,93.28,123.64,1655.58,67.17,60.08,19.07,,,,
2025-01-14 15:00,182,116.47,148.63,2136.23,81.57,42.2,21.46,,,,
2025-01-14 16:00,212,161.91,199.69,2857.21,100.08,26.46,27.42,,,,
2025-01-14 17:00,302,251.53,304.85,4379.27,139.83,4.07,40.05,,,,
2025-01-14 18:00,399,349.21,432.87,5981.45,164.51,0.02,52.45,,,,
2025-01-14 19:00,377,327.69,428.41,5554.2,152.17,0.03,49.59,,,,
2025-01-14 20:00,278,228.43,316.02,3738.4,113.79,3.49,38.62,,,,
2025-01-14 21:00,208,157.71,225.72,2296.45,65.12,31.47,30.99,,,,
2025-01-14 22:00,191,132.63,188.75,1642.23,36.67,59.37,26.94,,,,
2025-01-14 23:00,189,128.4,181.73,1455.31,27.08,72.96,23.84,,,,
2025-01-15 00:00,189,128.37,182.17,1415.25,23.99,78.68,21.22,,,,
2025-01-15 00:00,189,128.37,182.17,1415.25,23.99,78.68,21.22,,,,
2025-01-15 01:00,189,128.35,182.73,1428.6,25.36,78.68,20.03,,,,
2025-01-15 02:00,194,138.61,195.9,1708.98,35.64,70.1,21.93,,,,
2025-01-15 03:00,229,178.97,245.11,2616.88,69.92,42.92,28.13,,,,
2025-01-15 04:00,258,207.97,286.22,3471.37,98.71,23.25,33.86,,,,
2025-01-15 05:00,264,214.08,298.84,3738.4,95.96,34.33,38.62,,,,
2025-01-15 06:00,262,211.58,294.94,3471.37,87.05,60.8,44.35,,,,
2025-01-15 07:00,187,125.75,185.85,1668.93,40.44,117.3,32.42,,,,
2025-01-15 08:00,178,107.61,159.12,1255.04,28.1,143.05,28.85,,,,
2025-01-15 09:00,177,106.14,153.7,1161.58,25.36,158.79,27.89,,,,
2025-01-15 10:00,169,91.31,133.87,961.3,20.91,155.93,21.7,,,,
2025-01-15 11:00,158,69.78,107.7,761.03,16.79,138.76,14.78,,,,
2025-01-15 12:00,152,57.75,92.95,667.57,15.59,121.59,11.21,,,,
2025-01-15 13:00,161,75.45,112.9,1335.14,52.78,73.67,12.28,,,,
2025-01-15 14:00,180,111.88,154.82,2296.45,101.45,18.42,15.74,,,,
2025-01-15 15:00,199,147.77,197.4,2964.02,106.93,0.79,18.6,,,,
2025-01-15 16:00,260,209.78,269.89,4005.43,111.04,0.02,23.84,,,,
2025-01-15 17:00,394,344.58,418.29,6195.07,138.46,0.0,33.38,,,,
2025-01-15 18:00,481,471.01,555.87,7904.05,153.54,0.0,39.1,,,,
2025-01-15 19:00,445,416.88,498.11,6942.75,138.46,0.0,33.86,,,,
2025-01-15 20:00,354,304.4,377.36,5126.95,119.27,0.0,27.66,,,,
2025-01-15 21:00,262,212.31,277.86,3417.97,93.22,0.4,23.37,,,,
2025-01-15 22:00,217,166.58,226.93,2296.45,63.06,15.02,21.22,,,,
2025-01-15 23:00,213,162.56,222.43,1922.61,41.81,41.13,20.5,,,,
2025-01-16 00:00,224,173.55,234.35,1895.9,36.67,51.5,20.74,,,,
2025-01-16 00:00,224,173.55,234.35,1895.9,36.67,51.5,20.74,,,,
2025-01-16 01:00,237,186.57,248.99,2002.72,39.41,51.5,21.7,,,,
2025-01-16 02:00,263,213.39,279.53,2429.96,54.15,41.13,24.8,,,,
2025-01-16 03:00,332,281.58,358.43,3685.0,98.71,11.62,33.86,,,,
2025-01-16 04:00,397,347.73,438.55,5287.17,120.64,6.79,47.21,,,,
2025-01-16 05:00,427,389.89,489.55,6301.88,135.72,17.17,59.13,,,,
2025-01-16 06:00,445,417.13,517.73,6462.1,160.4,42.2,73.43,,,,
2025-01-16 07:00,392,342.17,426.02,4592.9,137.09,105.86,86.78,,,,
