datetime,aqi,pm25,pm10,co,no2,o3,so2,temp,humidity,pressure,wind
2025-10-25 06:00,165,81.76,151.02,643.37,4.69,137.04,8.63,,,,
2025-10-25 07:00,168,89.04,158.61,604.57,3.24,158.04,8.51,,,,
2025-10-25 08:00,172,96.74,167.06,578.96,2.4,173.84,8.28,,,,
2025-10-25 09:00,175,102.44,173.27,557.95,2.03,185.41,8.25,,,,
2025-10-25 10:00,177,106.01,176.57,542.7,1.95,195.17,8.29,,,,
2025-10-25 11:00,178,107.9,177.28,534.7,2.11,200.77,8.13,,,,
2025-10-25 12:00,178,107.31,175.14,522.41,2.44,202.19,8.14,,,,
2025-10-25 13:00,177,105.15,171.21,506.15,2.58,200.55,8.2,,,,
2025-10-25 14:00,175,101.84,165.52,483.71,1.94,195.81,8.1,,,,
2025-10-25 15:00,173,97.48,158.33,454.52,1.49,189.02,7.9,,,,
2025-10-25 16:00,169,91.21,147.7,418.82,1.33,179.5,7.5,,,,
2025-10-25 17:00,165,83.17,134.38,381.05,1.29,168.23,7.08,,,,
2025-10-25 18:00,161,75.22,121.78,349.75,1.33,156.78,6.79,,,,
2025-10-25 19:00,158,68.78,112.25,336.12,1.61,146.34,6.74,,,,
2025-10-25 20:00,156,64.51,107.19,352.04,2.26,135.71,6.77,,,,
2025-10-25 21:00,154,61.41,105.6,384.17,3.05,124.17,6.86,,,,
2025-10-25 22:00,152,58.27,105.28,400.84,3.4,113.63,6.93,,,,
2025-10-25 23:00,151,56.28,105.96,400.9,3.3,105.62,6.34,,,,
2025-10-26 00:00,149,55.07,107.88,388.06,2.96,101.63,5.84,,,,
2025-10-26 00:00,149,55.07,107.88,388.06,2.96,101.63,5.84,,,,
2025-10-26 01:00,148,54.59,111.35,363.42,2.53,101.5,5.65,,,,
2025-10-26 02:00,149,54.97,116.16,339.91,2.23,103.45,5.66,,,,
2025-10-26 03:00,151,55.67,121.29,317.99,2.49,106.44,5.77,,,,
2025-10-26 04:00,151,56.34,125.46,293.07,2.44,111.67,5.98,,,,
2025-10-26 05:00,152,57.57,127.93,276.93,2.17,118.48,6.17,,,,
2025-10-26 06:00,153,59.66,128.77,271.18,1.84,126.78,6.41,,,,
2025-10-26 07:00,155,62.67,128.75,271.5,1.5,136.06,6.76,,,,
2025-10-26 08:00,157,66.45,129.05,277.06,1.29,145.2,7.2,,,,
2025-10-26 09:00,158,69.32,127.58,282.84,1.22,155.07,7.75,,,,
2025-10-26 10:00,159,70.64,124.17,286.41,1.3,165.08,8.44,,,,
2025-10-26 11:00,158,70.0,118.77,286.17,1.62,172.48,9.18,,,,
2025-10-26 12:00,157,67.89,112.66,285.12,2.27,175.49,9.9,,,,
2025-10-26 13:00,156,64.67,106.34,284.09,3.11,173.2,10.44,,,,
2025-10-26 14:00,154,60.63,100.0,282.18,3.1,165.94,10.45,,,,
2025-10-26 15:00,152,56.86,95.27,282.23,3.06,156.06,10.09,,,,
2025-10-26 16:00,145,53.51,92.15,284.75,3.27,145.21,9.57,,,,
2025-10-26 17:00,138,50.33,89.17,285.7,3.49,133.89,9.15,,,,
2025-10-26 18:00,132,48.26,87.46,280.17,3.41,125.92,9.12,,,,
2025-10-26 19:00,131,47.54,87.57,265.46,2.93,124.59,9.34,,,,
2025-10-26 20:00,133,48.6,91.45,257.56,2.49,127.13,9.46,,,,
2025-10-26 21:00,137,50.32,98.28,252.78,2.17,129.46,9.3,,,,
2025-10-26 22:00,141,51.8,105.58,249.16,1.96,129.43,8.86,,,,
2025-10-26 23:00,144,52.85,110.43,247.41,1.85,127.4,8.31,,,,
2025-10-27 00:00,145,53.17,111.44,245.14,1.78,124.97,7.75,,,,
2025-10-27 00:00,145,53.17,111.44,245.14,1.78,124.97,7.75,,,,
2025-10-27 01:00,144,52.83,109.03,240.86,1.72,122.61,7.26,,,,
2025-10-27 02:00,143,52.5,106.03,237.94,1.7,120.81,6.96,,,,
2025-10-27 03:00,142,52.34,103.67,235.78,2.22,120.01,6.78,,,,
2025-10-27 04:00,143,52.4,102.28,235.69,2.31,120.06,6.62,,,,
2025-10-27 05:00,146,53.7,103.59,243.4,2.2,123.87,6.61,,,,
2025-10-27 06:00,152,56.49,107.1,258.42,1.98,131.4,6.82,,,,
2025-10-27 07:00,154,60.8,111.72,277.44,1.7,141.69,7.28,,,,
2025-10-27 08:00,156,65.9,116.75,296.96,1.5,153.52,8.05,,,,
2025-10-27 09:00,158,69.93,119.57,315.47,1.48,165.61,9.03,,,,
2025-10-27 10:00,160,72.56,120.14,331.06,1.65,177.93,10.11,,,,
2025-10-27 11:00,160,72.89,117.26,338.38,2.07,186.54,10.82,,,,
2025-10-27 12:00,159,70.46,110.85,337.78,2.87,187.97,10.92,,,,
2025-10-27 13:00,156,65.49,101.66,333.29,3.96,181.03,10.43,,,,
2025-10-27 14:00,153,58.66,90.66,325.36,4.04,166.54,9.63,,,,
2025-10-27 15:00,143,52.47,82.06,319.05,3.99,151.18,9.04,,,,
2025-10-27 16:00,133,48.33,77.5,308.59,3.8,139.4,8.73,,,,
2025-10-27 17:00,130,47.18,77.86,302.35,3.68,131.84,8.78,,,,
2025-10-27 18:00,133,48.37,81.97,299.98,3.6,128.29,9.07,,,,
2025-10-27 19:00,137,50.24,87.06,293.31,3.37,128.14,9.17,,,,
2025-10-27 20:00,142,52.04,92.27,294.26,3.24,126.11,9.31,,,,
2025-10-27 21:00,143,52.67,95.38,292.2,2.99,123.84,9.05,,,,
2025-10-27 22:00,141,51.74,95.83,285.67,2.6,121.34,8.4,,,,
2025-10-27 23:00,137,50.18,94.88,282.01,2.22,118.91,7.63,,,,
2025-10-28 00:00,134,48.79,93.15,283.58,1.96,116.74,7.04,,,,
2025-10-28 00:00,134,48.79,93.15,283.58,1.96,116.74,7.04,,,,
2025-10-28 01:00,131,47.7,90.23,289.66,1.79,115.19,6.69,,,,
2025-10-28 02:00,132,48.14,90.25,297.83,1.82,115.17,6.92,,,,
2025-10-28 03:00,135,49.28,92.02,306.13,2.36,116.55,7.4,,,,
2025-10-28 04:00,138,50.55,93.48,313.43,2.72,119.41,7.75,,,,
2025-10-28 05:00,145,53.26,96.59,325.21,2.78,125.71,7.99,,,,
2025-10-28 06:00,152,57.75,101.8,339.1,2.58,135.73,8.23,,,,
2025-10-28 07:00,155,63.18,107.27,348.11,2.06,148.14,8.42,,,,
2025-10-28 08:00,157,67.91,110.43,347.54,1.55,159.51,8.37,,,,
2025-10-28 09:00,158,69.77,109.29,331.71,1.3,167.29,8.02,,,,
2025-10-28 10:00,157,67.77,103.44,305.15,1.25,170.21,7.23,,,,
2025-10-28 11:00,156,64.87,98.17,284.95,1.39,168.57,6.59,,,,
2025-10-28 12:00,154,61.88,93.11,273.4,1.78,165.09,6.3,,,,
2025-10-28 13:00,153,58.55,87.88,267.83,2.39,159.34,6.23,,,,
2025-10-28 14:00,148,54.78,82.69,263.35,2.47,150.9,6.19,,,,
2025-10-28 15:00,142,52.28,80.0,264.31,2.32,142.91,6.17,,,,
2025-10-28 16:00,142,52.03,80.91,274.72,2.34,137.8,6.28,,,,
2025-10-28 17:00,146,53.88,85.75,289.85,2.52,134.96,6.81,,,,
2025-10-28 18:00,151,55.72,90.94,300.02,2.57,133.16,7.25,,,,
2025-10-28 19:00,152,56.59,94.8,304.51,2.5,131.1,7.51,,,,
2025-10-28 20:00,152,57.06,98.11,307.74,2.38,129.45,7.63,,,,
2025-10-28 21:00,152,56.81,99.74,308.41,2.18,127.93,7.44,,,,
2025-10-28 22:00,152,57.64,103.44,307.02,2.01,126.34,7.46,,,,
2025-10-28 23:00,153,59.57,109.15,304.96,1.88,125.1,7.66,,,,
2025-10-29 00:00,154,60.38,112.04,302.67,1.74,123.82,7.61,,,,
2025-10-29 00:00,154,60.38,112.04,302.67,1.74,123.82,7.61,,,,
2025-10-29 01:00,154,60.5,113.24,303.23,1.65,122.15,7.54,,,,
2025-10-29 02:00,154,60.86,114.59,307.95,1.65,120.45,7.62,,,,
2025-10-29 03:00,154,61.09,115.44,315.61,2.16,119.44,7.71,,,,
2025-10-29 04:00,153,60.06,112.86,325.55,2.46,119.21,7.67,,,,
2025-10-29 05:00,154,60.51,112.07,341.63,2.45,123.98,7.81,,,,
2025-10-29 06:00,155,62.95,113.78,359.13,2.17,133.08,8.01,,,,
2025-10-29 07:00,156,64.68,112.77,368.03,1.67,142.6,7.84,,,,
2025-10-29 08:00,155,63.37,106.74,363.07,1.3,147.53,7.28,,,,
2025-10-29 09:00,153,59.94,98.89,349.83,1.17,148.73,6.77,,,,
2025-10-29 10:00,151,55.57,90.57,335.37,1.18,148.32,6.31,,,,
2025-10-29 11:00,139,50.75,82.12,319.91,1.33,145.28,5.92,,,,
2025-10-29 12:00,127,46.04,74.47,307.06,1.68,140.05,5.74,,,,
2025-10-29 13:00,116,41.72,67.85,298.96,2.17,133.05,5.69,,,,
2025-10-29 14:00,107,37.97,62.35,293.79,2.33,124.39,5.69,,,,
2025-10-29 15:00,100,35.18,58.43,292.68,2.42,116.58,5.71,,,,
2025-10-29 16:00,96,33.69,56.67,297.57,2.61,109.88,5.78,,,,
2025-10-29 17:00,97,33.8,57.83,307.95,2.84,105.11,6.03,,,,
2025-10-29 18:00,99,35.02,61.23,316.59,2.91,101.8,6.31,,,,
2025-10-29 19:00,104,36.67,65.71,321.38,2.85,99.48,6.58,,,,
2025-10-29 20:00,108,38.21,70.71,322.32,2.82,97.69,6.9,,,,
2025-10-29 21:00,110,39.03,74.96,316.86,2.77,96.59,7.02,,,,
2025-10-29 22:00,112,39.79,79.5,308.3,2.68,95.64,7.04,,,,
2025-10-29 23:00,115,41.17,84.79,304.54,2.62,93.26,7.01,,,,
2025-10-30 00:00,119,42.66,89.69,298.57,2.44,92.29,6.7,,,,
2025-10-30 00:00,119,42.66,89.69,298.57,2.44,92.29,6.7,,,,
2025-10-30 01:00,122,44.16,94.22,290.56,2.26,92.66,6.4,,,,
2025-10-30 02:00,127,45.92,99.13,283.85,2.17,93.97,6.37,,,,
2025-10-30 03:00,132,47.91,104.73,278.23,2.62,95.85,6.62,,,,
2025-10-30 04:00,136,49.65,108.97,275.55,2.86,98.82,6.87,,,,
2025-10-30 05:00,143,52.64,115.36,280.92,2.89,104.65,7.28,,,,
2025-10-30 06:00,152,56.84,122.39,292.8,2.64,114.58,7.6,,,,
2025-10-30 07:00,154,61.82,128.4,302.71,2.08,126.72,7.79,,,,
2025-10-30 08:00,157,67.2,133.29,311.21,1.6,138.29,7.83,,,,
2025-10-30 09:00,159,71.11,134.54,315.36,1.41,146.77,7.72,,,,
2025-10-30 10:00,160,72.2,130.34,317.11,1.44,152.0,7.42,,,,
2025-10-30 11:00,159,70.95,122.68,315.32,1.71,153.16,7.01,,,,
2025-10-30 12:00,158,68.46,113.9,312.96,2.26,150.23,6.66,,,,
2025-10-30 13:00,156,65.82,106.11,315.05,2.94,144.29,6.34,,,,
2025-10-30 14:00,155,62.91,99.09,318.35,2.91,135.84,5.9,,,,
2025-10-30 15:00,153,59.69,92.64,321.89,2.86,127.03,5.47,,,,
2025-10-30 16:00,151,56.24,86.88,326.57,2.92,118.3,5.11,,,,
2025-10-30 17:00,145,53.48,82.98,333.44,3.01,110.9,4.99,,,,
2025-10-30 18:00,141,51.56,81.1,339.39,3.01,105.39,5.1,,,,
2025-10-30 19:00,137,50.15,80.64,333.28,2.75,102.27,5.56,,,,
2025-10-30 20:00,139,50.77,82.85,340.07,2.78,99.28,5.68,,,,
2025-10-30 21:00,143,52.46,87.36,347.92,2.84,97.26,5.96,,,,
2025-10-30 22:00,149,54.88,94.24,353.43,2.9,96.8,6.53,,,,
2025-10-30 23:00,152,57.04,102.37,351.48,2.86,98.26,7.25,,,,
2025-10-31 00:00,153,58.44,111.08,339.74,2.68,101.37,7.91,,,,
2025-10-31 00:00,153,58.44,111.08,339.74,2.68,101.37,7.91,,,,
2025-10-31 01:00,153,59.3,120.14,320.41,2.37,106.1,8.38,,,,
2025-10-31 02:00,153,60.17,126.88,305.71,2.07,109.32,8.33,,,,
2025-10-31 03:00,154,61.06,131.7,297.52,2.28,111.6,8.08,,,,
2025-10-31 04:00,154,61.74,134.36,292.54,2.34,113.27,7.7,,,,
2025-10-31 05:00,155,63.64,138.58,294.56,2.18,118.15,7.52,,,,
2025-10-31 06:00,157,67.35,145.7,301.62,1.89,126.8,7.71,,,,
2025-10-31 07:00,160,72.81,154.94,311.76,1.55,137.94,8.19,,,,
2025-10-31 08:00,163,79.6,165.28,324.73,1.31,150.27,8.73,,,,
2025-10-31 09:00,167,86.44,175.45,339.55,1.22,162.83,9.46,,,,
2025-10-31 10:00,170,92.71,184.43,353.29,1.28,175.33,10.3,,,,
2025-10-31 11:00,173,97.43,191.22,363.62,1.47,185.94,10.95,,,,
2025-10-31 12:00,174,99.95,194.63,367.03,1.72,192.63,11.48,,,,
2025-10-31 13:00,174,100.61,195.14,363.28,1.78,195.97,11.75,,,,
2025-10-31 14:00,173,99.06,191.47,352.47,1.35,194.59,11.33,,,,
2025-10-31 15:00,172,95.46,183.58,333.9,0.99,189.62,10.32,,,,
2025-10-31 16:00,169,90.81,172.87,313.9,0.78,182.92,9.0,,,,
2025-10-31 17:00,167,86.14,161.36,295.74,0.63,175.32,7.67,,,,
2025-10-31 18:00,164,81.55,149.8,279.56,0.52,167.56,6.51,,,,
2025-10-31 19:00,162,77.43,139.61,267.25,0.45,160.05,5.67,,,,
2025-10-31 20:00,160,73.88,131.59,259.55,0.44,153.25,5.22,,,,
2025-10-31 21:00,159,71.06,126.23,256.4,0.46,147.65,5.12,,,,
2025-10-31 22:00,158,68.83,122.72,254.65,0.47,143.03,5.16,,,,
2025-10-31 23:00,157,67.56,120.25,253.58,0.45,137.48,4.78,,,,
2025-11-01 00:00,157,67.12,119.29,260.4,0.49,133.12,4.49,,,,
2025-11-01 00:00,157,67.12,119.29,260.4,0.49,133.12,4.49,,,,
2025-11-01 01:00,157,67.25,119.71,277.73,0.67,129.73,4.46,,,,
2025-11-01 02:00,158,68.48,122.71,305.71,0.92,125.7,4.44,,,,
2025-11-01 03:00,159,70.73,127.87,341.69,1.46,121.72,4.65,,,,
2025-11-01 04:00,161,74.25,135.1,389.08,2.0,118.9,5.01,,,,
2025-11-01 05:00,163,78.37,141.67,423.72,2.02,122.02,5.18,,,,
2025-11-01 06:00,165,82.67,146.67,434.7,1.6,130.26,5.16,,,,
2025-11-01 07:00,167,86.66,149.85,429.13,1.15,138.47,5.01,,,,
2025-11-01 08:00,169,90.06,151.77,417.34,0.9,144.88,4.83,,,,
2025-11-01 09:00,170,92.79,152.94,405.93,0.81,149.91,4.75,,,,
2025-11-01 10:00,171,93.72,152.59,389.31,0.79,154.07,4.69,,,,
2025-11-01 11:00,170,91.65,149.23,361.95,0.79,155.02,4.55,,,,
2025-11-01 12:00,167,86.81,143.3,325.74,0.82,153.4,4.42,,,,
2025-11-01 13:00,164,81.21,136.68,290.0,0.8,149.56,4.17,,,,
2025-11-01 14:00,162,76.29,131.03,261.95,0.58,141.81,3.42,,,,
2025-11-01 15:00,159,71.42,126.02,235.6,0.4,132.4,2.56,,,,
2025-11-01 16:00,157,67.36,122.03,215.3,0.29,123.7,1.84,,,,
2025-11-01 17:00,156,64.65,119.5,202.31,0.22,117.52,1.34,,,,
2025-11-01 18:00,155,62.65,117.35,193.47,0.17,112.72,0.99,,,,
2025-11-01 19:00,154,61.05,115.15,187.54,0.14,108.86,0.77,,,,
2025-11-01 20:00,153,60.08,113.66,184.66,0.12,106.01,0.64,,,,
2025-11-01 21:00,153,59.56,112.83,183.23,0.11,103.69,0.56,,,,
2025-11-01 22:00,153,59.26,112.6,182.2,0.11,101.64,0.51,,,,
2025-11-01 23:00,153,59.01,112.83,181.42,0.1,100.07,0.48,,,,
2025-11-02 00:00,153,58.8,113.56,180.71,0.1,99.19,0.46,,,,
2025-11-02 00:00,153,58.8,113.56,180.71,0.1,99.19,0.46,,,,
2025-11-02 01:00,152,58.4,113.66,180.29,0.1,98.92,0.44,,,,
2025-11-02 02:00,152,58.03,113.33,180.51,0.1,98.81,0.42,,,,
2025-11-02 03:00,152,57.63,112.87,181.19,0.13,98.97,0.39,,,,
2025-11-02 04:00,152,57.07,112.05,181.11,0.14,98.77,0.39,,,,
2025-11-02 05:00,152,56.65,111.6,181.32,0.15,98.96,0.42,,,,
2025-11-02 06:00,151,56.23,111.43,181.4,0.14,99.68,0.49,,,,
2025-11-02 07:00,151,55.51,110.67,179.69,0.12,99.92,0.52,,,,
2025-11-02 08:00,149,55.02,109.92,178.23,0.11,98.57,0.5,,,,
2025-11-02 09:00,148,54.58,109.5,176.55,0.11,97.12,0.46,,,,
2025-11-02 10:00,147,54.0,109.14,174.25,0.11,95.79,0.39,,,,
2025-11-02 11:00,144,52.77,107.77,170.22,0.11,94.13,0.29,,,,
2025-11-02 12:00,139,51.04,105.24,165.09,0.12,93.5,0.23,,,,
2025-11-02 13:00,135,49.31,102.17,160.68,0.12,93.89,0.19,,,,
2025-11-02 14:00,132,48.14,99.99,157.92,0.11,93.24,0.17,,,,
2025-11-02 15:00,130,47.11,98.37,154.81,0.09,92.94,0.16,,,,
2025-11-02 16:00,128,46.39,97.63,152.04,0.08,92.87,0.16,,,,
2025-11-02 17:00,127,46.25,98.75,149.33,0.07,92.52,0.18,,,,
2025-11-02 18:00,129,46.83,102.58,146.97,0.07,92.07,0.19,,,,
2025-11-02 19:00,133,48.48,110.42,143.95,0.07,91.79,0.21,,,,
2025-11-02 20:00,141,51.58,123.2,141.21,0.07,91.97,0.22,,,,
2025-11-02 21:00,151,56.06,141.15,138.95,0.07,92.36,0.23,,,,
2025-11-02 22:00,154,61.42,162.69,137.09,0.07,93.36,0.24,,,,
2025-11-02 23:00,157,66.75,184.46,135.65,0.07,94.28,0.26,,,,
2025-11-03 00:00,159,71.08,203.06,134.79,0.07,94.87,0.27,,,,
2025-11-03 00:00,159,71.08,203.06,134.79,0.07,94.87,0.27,,,,
2025-11-03 01:00,160,73.5,215.11,134.49,0.07,95.43,0.27,,,,
2025-11-03 02:00,161,74.17,220.6,134.24,0.07,96.28,0.27,,,,
2025-11-03 03:00,160,73.8,222.05,134.03,0.09,97.09,0.28,,,,
2025-11-03 04:00,160,72.57,220.11,133.26,0.08,97.51,0.27,,,,
2025-11-03 05:00,159,70.89,216.76,132.47,0.07,98.07,0.28,,,,
2025-11-03 06:00,158,68.72,211.39,131.43,0.05,98.38,0.28,,,,
2025-11-03 07:00,156,65.87,203.9,129.99,0.05,98.67,0.29,,,,
2025-11-03 08:00,155,62.69,194.96,128.16,0.04,98.58,0.31,,,,
2025-11-03 09:00,153,59.72,186.15,126.66,0.04,98.16,0.33,,,,
2025-11-03 10:00,152,56.92,177.18,126.0,0.05,98.48,0.34,,,,
2025-11-03 11:00,147,54.05,166.46,125.32,0.05,98.66,0.35,,,,
2025-11-03 12:00,140,51.46,155.78,124.74,0.07,98.77,0.36,,,,
2025-11-03 13:00,135,49.49,146.71,124.56,0.09,99.32,0.38,,,,
2025-11-03 14:00,131,47.85,138.69,124.44,0.09,99.88,0.39,,,,
2025-11-03 15:00,128,46.53,132.21,124.14,0.09,100.68,0.42,,,,
2025-11-03 16:00,125,45.42,126.83,123.48,0.08,101.82,0.45,,,,
2025-11-03 17:00,124,44.7,123.3,123.26,0.08,103.09,0.48,,,,
2025-11-03 18:00,123,44.45,121.66,123.16,0.08,104.23,0.52,,,,
2025-11-03 19:00,123,44.5,121.29,123.27,0.08,105.08,0.55,,,,
2025-11-03 20:00,124,44.91,122.11,123.66,0.07,105.81,0.57,,,,
2025-11-03 21:00,125,45.44,123.25,123.98,0.07,106.3,0.59,,,,
2025-11-03 22:00,127,45.96,124.42,124.62,0.07,106.82,0.6,,,,
2025-11-03 23:00,128,46.3,125.11,125.32,0.08,106.66,0.61,,,,
2025-11-04 00:00,128,46.39,125.49,126.48,0.09,106.76,0.61,,,,
2025-11-04 00:00,128,46.39,125.49,126.48,0.09,106.76,0.61,,,,
2025-11-04 01:00,127,46.22,125.66,128.39,0.12,106.91,0.6,,,,
2025-11-04 02:00,126,45.65,124.89,130.64,0.15,106.79,0.59,,,,
2025-11-04 03:00,122,44.22,121.52,132.69,0.25,106.84,0.61,,,,
2025-11-04 04:00,116,41.49,113.78,133.73,0.3,107.48,0.66,,,,
2025-11-04 05:00,106,37.54,102.67,132.46,0.3,109.35,0.75,,,,
2025-11-04 06:00,96,33.63,93.51,128.88,0.26,112.22,0.85,,,,
2025-11-04 07:00,92,31.75,94.03,124.96,0.22,114.9,0.92,,,,
2025-11-04 08:00,94,32.55,103.33,122.81,0.2,115.89,0.95,,,,
2025-11-04 09:00,100,35.31,119.19,122.49,0.2,116.19,0.96,,,,
2025-11-04 10:00,113,40.24,144.0,123.15,0.21,116.47,0.97,,,,
2025-11-04 11:00,130,47.4,178.22,123.29,0.24,116.58,0.97,,,,
2025-11-04 12:00,151,55.5,215.7,122.35,0.31,117.35,0.99,,,,
2025-11-04 13:00,154,61.79,245.32,120.45,0.39,119.09,1.05,,,,
2025-11-04 14:00,156,64.26,257.68,117.68,0.4,120.81,1.07,,,,
2025-11-04 15:00,155,63.5,257.22,114.68,0.39,121.09,1.0,,,,
2025-11-04 16:00,154,61.36,252.57,111.94,0.37,119.82,0.85,,,,
2025-11-04 17:00,154,60.35,255.25,109.89,0.36,117.55,0.68,,,,
2025-11-04 18:00,154,61.88,270.65,108.46,0.36,115.3,0.55,,,,
2025-11-04 19:00,156,65.25,292.71,107.71,0.36,113.14,0.49,,,,
2025-11-04 20:00,157,67.37,305.17,107.29,0.36,111.69,0.51,,,,
2025-11-04 21:00,156,65.89,296.51,107.05,0.36,110.46,0.63,,,,
2025-11-04 22:00,154,60.73,269.35,106.64,0.38,109.33,0.83,,,,
2025-11-04 23:00,147,53.99,233.93,106.78,0.41,108.13,1.09,,,,
2025-11-05 00:00,129,47.04,197.79,107.74,0.49,106.58,1.63,,,,
2025-11-05 00:00,129,47.04,197.79,107.74,0.49,106.58,1.63,,,,
2025-11-05 01:00,115,41.06,167.67,112.25,0.72,104.45,2.74,,,,
2025-11-05 02:00,106,37.57,150.01,125.12,1.27,101.87,4.23,,,,
2025-11-05 03:00,103,36.13,141.06,146.26,2.38,99.55,5.6,,,,
2025-11-05 04:00,101,35.52,134.07,171.68,2.98,99.51,6.6,,,,
2025-11-05 05:00,102,35.99,128.31,196.48,3.03,105.28,7.11,,,,
2025-11-05 06:00,108,38.48,125.22,216.56,2.51,116.6,7.07,,,,
2025-11-05 07:00,120,43.12,126.22,230.9,1.82,128.64,6.63,,,,
2025-11-05 08:00,134,49.0,130.28,244.2,1.35,138.55,6.05,,,,
2025-11-05 09:00,146,53.94,134.32,254.3,1.12,146.13,5.5,,,,
2025-11-05 10:00,152,57.03,136.93,259.84,1.06,151.99,5.06,,,,
2025-11-05 11:00,152,58.23,137.05,260.65,1.09,154.93,4.69,,,,
2025-11-05 12:00,152,58.3,135.78,258.66,1.19,156.06,4.39,,,,
2025-11-05 13:00,152,57.96,134.35,256.15,1.26,155.65,4.16,,,,
2025-11-05 14:00,152,57.69,133.28,252.99,1.02,154.59,4.0,,,,
2025-11-05 15:00,152,57.27,132.57,247.84,0.82,153.77,3.87,,,,
2025-11-05 16:00,152,56.75,131.73,241.92,0.71,152.48,3.78,,,,
2025-11-05 17:00,152,56.57,131.62,237.99,0.65,151.85,3.76,,,,
2025-11-05 18:00,152,56.6,132.15,234.71,0.61,151.68,3.84,,,,
2025-11-05 19:00,152,56.6,132.36,231.5,0.58,151.33,3.95,,,,
2025-11-05 20:00,152,56.61,131.97,228.77,0.56,150.19,4.01,,,,
2025-11-05 21:00,152,56.65,131.22,229.33,0.56,148.75,4.03,,,,
2025-11-05 22:00,152,56.71,130.79,234.88,0.65,146.61,4.08,,,,
2025-11-05 23:00,152,56.69,130.98,243.17,0.78,143.96,4.25,,,,
2025-11-06 00:00,152,56.55,131.98,256.59,0.96,140.55,4.59,,,,
2025-11-06 00:00,152,56.55,131.98,256.59,0.96,140.55,4.59,,,,
2025-11-06 01:00,149,55.09,130.97,265.17,1.11,138.26,5.82,,,,
2025-11-06 02:00,145,53.38,129.24,272.62,1.23,134.42,6.79,,,,
2025-11-06 03:00,141,51.76,127.63,276.04,1.62,131.32,7.5,,,,
2025-11-06 04:00,138,50.52,125.83,284.01,1.98,129.41,8.39,,,,
2025-11-06 05:00,139,50.89,125.95,301.55,2.17,131.42,9.24,,,,
2025-11-06 06:00,145,53.37,127.85,318.09,2.0,137.73,9.96,,,,
2025-11-06 07:00,152,57.7,131.05,327.85,1.58,146.62,10.46,,,,
2025-11-06 08:00,155,62.63,134.49,335.34,1.31,155.25,10.95,,,,
2025-11-06 09:00,157,66.79,137.03,340.69,1.24,163.1,11.64,,,,
2025-11-06 10:00,158,68.7,136.91,334.1,1.23,170.03,12.17,,,,
2025-11-06 11:00,158,68.9,135.72,319.83,1.26,173.25,11.97,,,,
2025-11-06 12:00,157,67.32,133.09,301.12,1.34,172.59,11.53,,,,
2025-11-06 13:00,155,63.18,127.15,272.85,1.26,168.22,10.88,,,,
2025-11-06 14:00,153,59.41,121.29,247.05,0.89,163.43,9.78,,,,
2025-11-06 15:00,500,55.41,115.04,220.78,0.63,157.73,8.26,,,,
2025-11-06 16:00,140,51.21,108.32,195.98,0.48,151.18,6.75,,,,
2025-11-06 17:00,131,47.77,102.96,176.56,0.37,144.62,5.4,,,,
2025-11-06 18:00,124,44.65,98.4,159.79,0.29,137.62,4.19,,,,
2025-11-06 19:00,117,41.89,94.65,146.1,0.22,130.66,3.23,,,,
2025-11-06 20:00,111,39.68,91.72,135.92,0.18,124.79,2.52,,,,
2025-11-06 21:00,107,37.74,89.02,127.89,0.15,119.88,2.0,,,,
2025-11-06 22:00,102,35.98,86.77,120.86,0.12,115.88,1.57,,,,
2025-11-06 23:00,98,34.59,85.32,114.92,0.1,112.07,1.23,,,,
2025-11-07 00:00,96,33.65,84.83,110.37,0.09,108.98,0.96,,,,
2025-11-07 00:00,96,33.65,84.83,110.37,0.09,108.98,0.96,,,,
2025-11-07 01:00,95,33.2,85.69,107.15,0.08,106.4,0.75,,,,
2025-11-07 02:00,95,33.04,87.51,105.12,0.08,104.42,0.61,,,,
2025-11-07 03:00,95,33.11,90.16,103.96,0.12,102.76,0.53,,,,
2025-11-07 04:00,94,32.7,91.3,103.58,0.13,102.49,0.51,,,,
2025-11-07 05:00,94,32.42,91.83,104.59,0.12,101.89,0.52,,,,
2025-11-07 06:00,94,32.46,92.35,105.67,0.11,101.09,0.52,,,,
2025-11-07 07:00,94,32.45,92.06,106.36,0.1,100.16,0.5,,,,
2025-11-07 08:00,94,32.47,91.48,106.96,0.1,99.22,0.48,,,,
2025-11-07 09:00,94,32.46,90.17,107.85,0.1,99.0,0.47,,,,
2025-11-07 10:00,93,32.13,87.91,108.64,0.11,99.69,0.46,,,,
2025-11-07 11:00,92,31.41,84.75,108.53,0.12,99.98,0.45,,,,
2025-11-07 12:00,90,30.43,80.87,108.51,0.14,100.67,0.44,,,,
2025-11-07 13:00,87,29.44,76.82,108.68,0.17,101.67,0.45,,,,
2025-11-07 14:00,85,28.39,72.83,108.56,0.16,102.68,0.47,,,,
2025-11-07 15:00,83,27.29,68.67,108.15,0.15,103.65,0.48,,,,
2025-11-07 16:00,80,26.04,64.27,107.57,0.13,104.52,0.49,,,,
2025-11-07 17:00,78,24.79,60.16,107.18,0.12,105.25,0.48,,,,
2025-11-07 18:00,75,23.44,55.93,106.64,0.11,105.96,0.46,,,,
2025-11-07 19:00,72,21.98,51.45,105.99,0.1,106.8,0.46,,,,
2025-11-07 20:00,69,20.46,46.84,105.35,0.1,108.19,0.47,,,,
